"","Label","Marker"
"171","Cerebellum granule neurons_14","Cdr1, Gabra6, RP24-375D13.1, Gm11985, Gm15679, Cbln1, Cbln3, 4930473D10Rik, Gm12116, Gm10558"
"172","Cerebellum granule neurons_15","Gabra6, Cbln3, Krt24, Gm27016, 2010320O07Rik, 4933406G16Rik, 2610035F20Rik, RP23-340C13.5, Gm12116, Cbln1"
"173","Cerebellum granule neurons_16","Gm12358, Gm10837, Ppfia4, Mmp24, Cbln3, Gm12116, Pgam1-ps2, Gabra6, Zic2, Gm27153"
"174","Cerebellum granule neurons_17","Gm10837, 2900072N19Rik, Cbln1, Zic2, Gabra6, Gm16169, Cbln3, Gabrd, Gm10118, Gm11749"
"175","Cerebellum granule neurons_18","Olfr458, Gm7276, Gabra6, Gm14330, Barhl2, Gm11985, Cbln1, RP23-415M7.2, Slurp1, Gm11659"
"176","Cerebellum granule neurons_19","Lamp5, Pgk1-rs7, 1700040D17Rik, BC030500, Gm14329, Nap1l2, Thy1, Gm15379, Cbln1, Ankrd34b"
"177","Cerebellum granule neurons_20","Copg2, Nefm, Nefh, Nefl, Lhx4, Drd5, Ecel1, Ntrk1, Pgam1-ps2, Slc18a3"
"178","Cerebellum interneurons_1","Gm16013, Mir346, Gm24165, Gm11211, Gm14246, Olfr458, Gm22313, Gm16294, Gm19582, Mir466q"
"179","Cerebellum interneurons_2","Bhlhe22, Gm5177, Mmp21, Gm12198, Skor1, Cyp2t4, Gm11192, Gm13780, Gm14169, A930017K11Rik"
"180","Cerebellum interneurons_3","Gm26939, Bhlhe22, Fev, Gm20659, RP24-375D13.1, Skor1, RP24-225I21.2, Gm11417, Gm14371, Gm12198"
"181","Cerebellum interneurons_4","Bhlhe22, Ssxb5, Skor1, AW495222, 4930473D10Rik, A830092H15Rik, Hapln2, Rell2, RP23-349L18.2, Kcns2"
"182","Cerebellum interneurons_5","C530025M09Rik, Mageb16-ps1, Gm12523, Gm28756, Gm5177, Gm13828, Skor1, RP24-225I21.2, A830012C17Rik, Gm12198"
"183","Cerebellum interneurons_6","RP24-390D21.4, Gm12297, 4930442H23Rik, Gm15425, Olfr545, Ssxb5, Bhlhe22, Skor1, Zic5, Gpr3"
"184","Cerebellum interneurons_7","Usp26, Lamp5, Skor1, RP23-340C13.4, Gm12922, Gm15521, Igf2bp3, Gm18294, Spin2c, Gm4975"
"185","Cerebellum interneurons_8","Skor1, Barhl2, RP23-38B1.1, Ccdc27, Gm6990, A830005F24Rik, Cdh22, Olfr457, Gm18406, RP23-388A19.4"
"186","Cerebellum interneurons_9","Mir6359, Olfr983, Gm2639, RP23-114L12.2, Actrt3, 1700012C14Rik, Gm15225, Ict1os, RP24-273H20.1, Olfr458"
"187","Cerebellum interneurons_10","Gm28769, Gm16440, Gm26939, Gm25289, Gm15355, Gm12205, Gm22902, Rtp1, Olfr922, Gm10291, Gm12959, Gm15082"
"188","Chief cells-0","Gm15915, D930019O06Rik, CH25-241D1.1, Gm12298, 4930509E16Rik, Mettl21b, Gm13420, Gm11963, Bhlha15, Prrx2"
"189","Chief cells-1","Gm12298, D930019O06Rik, Gm9905, Rbbp8nl, Gm10258, Gm572, Prickle4, RP23-53H1.3, CH25-241D1.1, D930020B18Rik"
"190","Chief cells-2","Gm12298, 4930509E16Rik, 1810007D17Rik, D930019O06Rik, A930009A15Rik, Gm14817, Gm10684, Fam71e1, RP23-79H24.3, Usp46os1"
"191","Chief cells-3","Vmn1r34, Gm12298, D930019O06Rik, C79798, 2810433D01Rik, RP23-286E6.13, Gm25897, BC107364, Gm13421, BB557941"
"192","Chief cells-4","Gm28731, 2200002J24Rik, Anapc13, Gm12298, A930009A15Rik, CH25-241D1.1, Prickle4, 4930509E16Rik, Caps2, Atad3aos"
"193","Chief cells-5","Gm13420, Gm12298, 2810433D01Rik, Gm27616, BB557941, 4930404N11Rik, Fam101a, Asb6, Prickle4, Gm11963"
"194","Chief cells-6","Gm15972, D930019O06Rik, Gm13420, Gm12915, Gm12298, Gm15889, CH25-241D1.1, Gm16580, Tex30, Gm15891"
"195","Chief cells-7","1810041H14Rik, A930009A15Rik, 4930404N11Rik, RP23-175G2.4, Gm12298, RP24-369K4.1, Syne4, Gm11963, BB557941, WI1-1981I9.5"
"196","Chief cells-8","Amy2a1, 1810018F18Rik, Gm5082, Gm12298, Amy2b, Gm11963, Gm13420, Bcas1os2, 4930509E16Rik, Npm2"
"197","Chief cells-9","Vmn1r33, 4930509E16Rik, Mir193a, Gm12298, Gm13420, CH25-241D1.1, Gm11963, Fam101a, Gm15417, Gm26129"
"198","Chief cells-10","Arntl2, A930009A15Rik, Gm13420, Gm12298, Gdf9, RP23-137B16.3, Gm11963, Hnf1aos2, BB557941, 1700112J16Rik"
"199","Chief cells-11","Gyltl1b, 2810433D01Rik, Gm13420, Gm12298, Gm15889, Gm13031, D930020B18Rik, 4930509E16Rik, Gm166, Gm26129"
"200","Chief cells-12","Gm26634, 4930404N11Rik, Gm12298, CH25-241D1.1, Amy2a1, RP24-193D9.3, Sox21, 2310014L17Rik, Gm996, Gm28198"
"201","Chief cells-13","Gm21981, Gm12298, Gm15889, Akr1c12, Gm23722, Mansc1, Mrto4, Gm15832, BC022687, D930020B18Rik"
"202","Chief cells-14","Gm11636, 4930406D18Rik, D930019O06Rik, 1810007D17Rik, Gm12298, Syne4, Arntl2, Gm10258, Gm572, Hnf1aos2"
"203","Chief cells-15","Gm13858, D930019O06Rik, Gm11963, A930009A15Rik, Gm12298, Gm20458, A430057M04Rik, Gm26839, Gm15651, Gm13420"
"204","Chief cells-16","Amy2b, Mettl21b, Snord89, D930019O06Rik, Gm29141, Amy2a1, Gm12298, Hes7, Gm11963, RP23-286E6.13"
"205","Chief cells-17","Gm12298, Psg16, Gm13420, CH25-241D1.1, Prickle4, 4930481B07Rik, Sap30, Sytl1, Ccdc64b, Smg8"
"206","Chief cells-18","Gm12298, D930019O06Rik, BB557941, Vmn1r-ps24, CAAA01083517.1, Gm21981, Dnajb7, 4930509E16Rik, Hist1h4h, Prickle4"
"207","Chief cells-19","D930019O06Rik, Gm15889, Gm12298, 1700124L16Rik, Sox21, Farsa, Amy2a1, Prickle4, Gm14049, Gm11963"
"208","Chief cells-20","D930019O06Rik, A930009A15Rik, Amy2a1, Gm12298, Gm21981, Gm11974, Mtrf1, Gm13247, Stamos, Syne4"
"209","Chief cells-21","Rnu73b, Arntl2, Amy2a1, Gm29008, Gm12298, Gm21817, D930019O06Rik, Gm11963, 1810007D17Rik, CH25-241D1.1"
"210","Chief cells-22","Gm12298, Gnat2, A930009A15Rik, 1810041H14Rik, Gm11636, Mettl21b, Gm572, Gm15889, 4930509E16Rik, Shroom1"
"211","Cholangiocytes-0","Nr0b2, Msmp, Sardhos, Dsg1c, Gm12294, Gm13380, Gm830, Gm15795, Inha, Anxa9"
"212","Cholangiocytes-1","4931431C16Rik, Gm830, 4930486I03Rik, 4930533K18Rik, Gm16559, Stbd1, RP23-201C3.5, Nfe2l3, Qpct, Ddt"
"213","Cholangiocytes-2","Slc45a3, A930038B10Rik, 1700023H06Rik, Shroom1, Gm12910, Ism2, C430002E04Rik, 2510046G10Rik, RP23-70F22.2, Gm12678"
"214","Cholangiocytes-3","Gm13003, Msmp, Gm22456, Gm15670, C8g, Gm15538, Gm28720, Apcs, Phpt1, Hsd3b7"
"215","Cholangiocytes-4","Egfros, Foxn1, Mir5618, Gm16551, Gm6081, Gm15670, RP24-363O16.1, Tstd1, RP23-124B2.3, Gm830"
"216","Cholangiocytes-5","Hspe1-ps6, Gm13412, RP24-441N3.2, Bend5, Gm12678, 4930481B07Rik, Slc22a6, Gm15860, Gm10787, Gm15563"
"217","Cholangiocytes-6","Gm5096, 1700023H06Rik, Ncr3-ps, Asgr1, Gm16351, C530005A16Rik, Aspdh, Klrc1, Hes7, Gm830"
"218","Cholangiocytes-7","RP23-245C4.1, Gm9670, Hnf1aos2, Cys1, D930048N14Rik, Nanos3, Fam198a, Neu2, 9030616G12Rik, RP23-469D21.5"
"219","Cholangiocytes-8","Olfr461, Gm12910, Fam198a, RP24-89J3.4, 9530034E10Rik, Zfp750, Wdr83os, RP24-363O16.1, Gm5524, Gm16541"
"220","Cholangiocytes-9","Amy2a5, Olfr373, Amy2a1, Amy2a3, Cxcl5, Gm16551, 2210010C04Rik, Gm14303, Gm830, Gm14341"
"221","Cholangiocytes-10","Gm15795, Gm15271, RP23-201C3.5, Gm830, RP23-26I10.1, Gm5617, 4930440I19Rik, Apcs, Gm10371, Zfp418"
"222","Cholangiocytes-11","Gm15271, Olfr701, Gm23445, 1110002J07Rik, Cpn2, Gm5436, RP23-245C4.1, RP23-349L18.2, Gm19345, 4930486I03Rik"
"223","Cholangiocytes-12","Rpl35a-ps2, 4930505N22Rik, Qpct, Gm22935, Cpn2, Gm6153, Gm9803, Gm830, RP23-123O12.2, Gm16343"
"224","Cholangiocytes-13","Gm15271, Gm28172, Vps37d, Jmjd7, Gm29107, Apcs, Mad2l2, RP23-226J18.5, Gm15351, 4930486I03Rik"
"225","Cholangiocytes-14","Olfr351, Olfr578, 1700080O16Rik, Gm25986, Mir101b, Mir1970, Mup10, Gm15780, 9230019H11Rik, Spata31d1a"
"226","Cholangiocytes-15","RP24-457N12.1, Gm14523, Gm9918, Gm25128, Gm13305, Gm12171, Syce1l, Tcf24, Serpina11.1, Car6"
"227","Cholangiocytes-16","Cldn6, 6030442E23Rik, Gm7895, Gm16041, Gm26446, Triml1, Gm26655, RP23-274G21.3, Gm28180, Wbscr25"
"228","Cholangiocytes-17","Mir7660, Vmn2r70, Gm23340, Gm16585, Gm29443, Gm12051, Gm12033, Gm10532, Crygn, Gm12500"
"229","Choroid plexus epithelial cells_1","Defb11, Mir764, Mfrp, Frmpd1os, Olfr1507, Gm15951, Gm9824, Gm6471, Gm13110, Gm13134"
"230","Choroid plexus epithelial cells_2","Enpp2, Trpm3, Ttr, Htr2c, Wdr17, Slc4a10, Gmnc, Steap2, Otx2, Kcnj13"
"231","Choroid plexus epithelial cells_3","Prr32, Slc13a4, Gm9824, Mfrp, 1500015O10Rik, Olfr1507, Slc16a8, AW495222, Six3os1, Kcnj13"
"232","Choroid plexus epithelial cells_4","Gm27202, Gm24627, Atp6v1e2, Olfr1507, 1700015G11Rik, Prr32, Olfr571, Gm13110, 1500015O10Rik, Ooep"
"233","Choroid plexus epithelial cells_5","4930505M18Rik, Olfr571, Frmpd1os, 4933427I04Rik, Olfr1507, Slc16a8, RP23-177J21.10, Gm13110, Gm498, Gm16150"
"234","Choroid plexus epithelial cells_6","Olfr574, Gm17613, Olfr568, Olfr570, Atp6v1e2, Olfr1507, Dmrta2os, Defb10, Mir204, Olfr571"
"235","Choroid plexus epithelial cells_7","Cngb3, Otx2os1, Gm23735, Rbp3, Cacna2d4, Olfr1140, Gm11877, Gm13061, Gm12802, Gm8976"
"236","Ciliated cells-0","Iqca, Ccdc181, Gm13000, Lrguk, Gm281, Cfap58, Eno4, Dnaic2, Spag6, Mapk15"
"237","Ciliated cells-1","Gm7173, Gm867, 4833427G06Rik, Cdhr3, Cfap20, Gm28729, Ccdc113, 5330413P13Rik, Slc1a4, Dusp18"
"238","Ciliated cells-2","Gm14051, Stk36, Gm166, Gm15402, Ankk1, Tmem138, BC068157, 2310034G01Rik, Nup62cl, Ccdc121"
"239","Ciliated cells-3","Cyp2f2, Pbx1, Aldh1a1, Kcnk2, Col23a1, Alas1, B430010I23Rik, Por, Ptpn13, Tmem212"
"240","Ciliated cells-4","Dnali1, Gm14158, LHB, Gm14013, Tekt4, Hmgb1-ps7, Rassf10, 1700024G13Rik, Gm9105, Gm15841"
"241","Ciliated cells-5","Fhad1, Kif6, Cfap43, Cfap45, Dnah5, Wdr78, Scgb3a2, BC007180, Ttc29, Gm12695"
"242","Ciliated cells-6","Gm22145, Cyb5rl, Gm28688, Lrrc51, AU040972, Tekt3, Gm16160, 1700030J22Rik, A430108G06Rik, D830044I16Rik"
"243","Ciliated cells-7","Efcab6, 1600029I14Rik, Stmnd1, Gm24279, Gm15509, Gm12530, Dnaaf3, Slc35g3, 2310034G01Rik, Caps2"
"244","Ciliated cells-8","Lrrc23, Ccdc170, 1700007G11Rik, Fam179a, Dnah10, Gm29266, Hsp90aa1, Traf3ip1, Ccdc40, Stk33"
"245","Ciliated cells-9","Wdr38, C030013C21Rik, Fbxl2, Tymp, Gm6970, Gm13187, Fam216b, Ccdc121, 4921523L03Rik, Barhl1"
"246","Ciliated cells-10","Sec14l3, Zfp608, Col4a5, Prdm6, Igfbp5, Fank1, Bmx, 2610028H24Rik, Cyp2s1, Lrrc49"
"247","Ciliated cells-11","Cdc20b, Cep128, Strbp, D930007P13Rik, Ccdc67, E030010N08Rik, Alms1, Ccdc18, Hspa4l, Ankfn1"
"248","Ciliated cells-12","Lrrc43, Gm13005, Ldha-ps2, Cluap1, Ubxn10, Gm11042, Ict1, Gm29538, Gm20662, Gm12530"
"249","Ciliated cells-13","Areg, Sftpa1, Rai14, Lyz2, Pwwp2b, Gm11111, Morn3, B3gnt4, Nhp2, Gm13859"
"250","Ciliated cells-14","Maats1, Gm14280, Hsph1, Ccdc153, Zdhhc1, Map3k19, Bbs4, Gm15540, Zfp474, Tex26"
"251","Ciliated cells-15","Mkrn2, Gm7290, Iqce, Fam183b, Ccdc33, 3110083C13Rik, Morn1, Arhgap8, Gm29053, Myo1h"
"252","Ciliated cells-16","Rsph14, Gm15136, Gm22145, Gm11644, Taar4, Efcab10, Gm11849, RP23-438D3.2, Gm12565, Gm26942"
"253","Circulating hepatoblasts-0","Ap4b1, Mup-ps2, Gm16157, RP24-507O16.3, Slc10a1, Gm15436, Gm18732, Aspdh, 1700092C10Rik, Mup2"
"254","Circulating hepatoblasts-1","Gsta3, Adk, Cyp7a1, Pitpnc1, Gpam, Abcb11, Lrrc28, Slc38a3, Klf12, Elovl6"
"255","Circulating hepatoblasts-2","Steap4, Acox1, Egfr, Serpina3n, Gfra1, C4a, Onecut2, C4b, Serpina10, Cxcl1"
"256","Circulating hepatoblasts-3","Cp, Trf, Cyp2c38, Pzp, Ang, Fgl1, Sult2a1, Slco1b2, Cfh, Csad"
"257","Circulating hepatoblasts-4","Stab2, Slco1a4, Gm13449, Acat3, 4732463B04Rik, Gm11789, Nim1k, Bckdha, Rnf170-ps, Tbp"
"258","Circulating hepatoblasts-5","Cyp7b1, Onecut1, Mug1, Selenbp2, Slc25a30, Nnmt, Hpn, Got1, C6, Hp"
"259","Circulating hepatoblasts-6","Cps1, Slc7a2, Aass, Ass1, Slco1a1, Lpin1, G6pc, Ugt3a2, Scp2, C9"
"260","Circulating hepatoblasts-7","Hacl1, 5830473C10Rik, Kynu, Cyp4a32, Slc17a2, Sdr9c7, Cfhr2, Slc10a1, RP23-392C14.1, Dpy19l3"
"261","Circulating hepatoblasts-8","Cyp4a14, Cyp2c68, Fpgs, Cyp2c67, Ugt2b1, Gm28466, Gm22866, Gngt1, Gm28956, Mup-ps12"
"262","Circulating hepatoblasts-9","Il1r1, Ube2e2, Rapgef4, Ces3a, Akr1c6, Tdo2, 2810007J24Rik, Atp11c, Cyp2e1, Cyp3a59"
"263","Circulating hepatoblasts-10","C8a, Mup2, Cyp2d40, Gm12602, Pygl, Gm6168, Gm11185, Gm5096, Cyp21a2-ps, Gm12337"
"264","Circulating hepatoblasts-11","Tmie, Gm26461, Gm15376, 4930483K19Rik, Nlrp9c, Inhbe, Amacr, Acot3, Rslcan18, RP23-239I17.7"
"265","Circulating hepatoblasts-12","Pid1, Fga, Glul, Mtus1, Plk3, Abcb4, Mup17, Tgfa, Gpr98, Cpb2"
"266","Circulating hepatoblasts-13","Snx8, Sult3a1, Cyp2c37, Lhpp, Etnk2, Cyp2a22, Gpcpd1, 1700061I17Rik, Aqp9, Cyp4a10"
"267","Circulating hepatoblasts-14","Cyp8b1, Rpsa-ps12, Gm13680, Gm8086, Hba-a1, Slc26a10, Olfr1396, 9930111J21Rik2, Fabp3-ps1, Sox18"
"268","Circulating hepatoblasts-15","Bhmt, Sult2a3, Mup-ps16, Mfsd2a, Gm29475, Sult2a4, Cyp2d40, Gm11337, 1810034E14Rik, Mmp1b"
"269","Circulating hepatoblasts-16","Mup-ps13, Colec11, Mup-ps10, Zfp324, Mup18, Gm9970, Gm16140, Gm5096, Gm17634, Ugt1a6b"
"270","Circulating hepatoblasts-17","Cyp2d12, Gm15967, Gpr146, Gm26795, Tmem25, Hba-a1, Evc, Pdxk-ps, Nudt19, Plk5"
"271","Circulating hepatoblasts-18","Cyp2c70, Igf1, Cth, Afm, Gulo, Stra6l, Gm21489, Mir7088, Gm14782, Ugt2b1"
"272","Circulating hepatoblasts-19","Hgd, C4bp, Lbp, Itih4, Pank1, Gm5834, Gys2, Map3k5, C3, Zfp266"
"273","Colec10 positive cells-0","Gm11581, Nr1h5, Gdf2, RP23-331M15.1, Ehd3, Colec11, Adamts13, Gm24525, Gm16531, Sema3d"
"274","Colec10 positive cells-1","Gm23747, Olfr1031, Gm25401, 4930445N08Rik, RP23-411P10.5, Esp6Esp5, Gm6277, Gm14409, Olfr67, 1700061G19Rik"
"275","Colec10 positive cells-2","Colec10, Mir466b-3, Gm12689, Gm15870, Rbp1, Nr1h5, Lhx2, Gm12287, Tcl1b1, Colec11"
"276","Colec10 positive cells-3","Gm2855, RP23-436K7.4, Gm2035, Gm20462, 1700120C18Rik, Gm15443, Urah, Gm17542, 4930504O13Rik, Gm22826"
"277","Colec10 positive cells-4","Gm3030, Adamts13, Gm11577, 1600019K03Rik, 4930451I11Rik, Gm22826, Olfr77, Gm12795, Mir452, Lrrd1"
"278","Colec10 positive cells-5","Ang6, RP23-59N8.4, Gm12287, Gm28951, Lhx2, Atp5l-ps1, Gm3618, Colec11, Gm16113, RP23-415C3.6"
"279","Colec10 positive cells-6","Mir767, Nr1h5, Gm15969, Gm8036, Gm12661, Gm16113, Gm5913, Olfr1223, Gm12399, Gm11533"
"280","Colec10 positive cells-7","Gm14976, Gm13976, Gm14228, Ccin, Gm17796, Gm12100, Mup5, Mrpl53, Gm12974, Gm6277"
"281","Colec10 positive cells-8","Gm12849, 4921511H03Rik, Gm5916, Colec11, Tnfrsf11b, Hgh1, Gm11961, Olfr1034, Gm11861, Gm7493"
"282","Colonic epithelial cells-0","Gm12055, Gm12056, Gm8540, Gjb5, Gm2539, Gm12596, Rdh19, Hoxd13, Gm12506, E230025N22Rik"
"283","Colonic epithelial cells-1","Gm14198, Gm25290, Gm12830, Gm15651, Rdh1, Gm1631, 2310008N11Rik, Gm17477, Lpo, Gm3411"
"284","Colonic epithelial cells-2","Hottip, Gm11724, Mir6400, Hoxd13, Pla2g10, Ppp1r3fos, Gm6170, Mir196a-1, 1700064H15Rik, RP24-170O7.1"
"285","Colonic epithelial cells-3","Lpo, 1700042O10Rik, Hoxb8, Wdr54, Ggt6, Nubp2, Gm26965, Pafah1b3, 4930520O04Rik, Pla2g10"
"286","Colonic epithelial cells-4","Gm5530, Sprr2a2, Gm13414, RP23-5C23.1, Gm15947, Hottip, Gm13412, H60c, Gm5420, Gm12868"
"287","Colonic epithelial cells-5","RP23-406J20.2, G6b, Gm11574, Gm1840, Gm1821, Snora30, Gm12352, Gm9790, Tmub1, Gm10093"
"288","Colonic epithelial cells-6","Gm15371, Gm15730, D630002J18Rik, Rdh19, Rps25-ps1, Lpo, Arhgef39, 1700003D09Rik, 4930438A08Rik, Gm10399"
"289","Colonic epithelial cells-7","Hist1h2bk, Dscc1, Cyp2w1, Sapcd2, Lpo, Gm15595, Gm16098, Cdkn3, Gm11488, Ska1"
"290","Colonic epithelial cells-8","1810012K16Rik, Cyp2w1, Gm15381, 4930533B01Rik, Prss41, RP23-18M1.6, Gm12918, Gm11723, Hottip, Mir196a-1"
"291","Colonic epithelial cells-9","RP23-329P9.12, Sval3, Gm2539, 1700030A11Rik, Gjb5, Gm26568, Gm4887, Gm11830, Gm9892, Gm11724"
"292","Colonic epithelial cells-10","1700061H18Rik, RP24-65D16.4, Ankrd9, Igf2bp1, Neu4, Fosl1, Cldn23, E130012A19Rik, Gm16072, Bola2"
"293","Colonic epithelial cells-11","Gm17197, mt-Ts1, Gm14335, Gm12744, Gm15376, U2af1l4, Gm830, Sowahc, RP23-334M9.3, Fgfbp1"
"294","Colonic epithelial cells-12","Gm27195, Mir5104, Gm23238, Smim7, Mir196a-1, Gm15373, Art2a-ps, Ugt1a2, Cyp2w1, Stard5"
"295","Colonic epithelial cells-13","Hoxd13, Evx2, Gm11535, Hid1, Gm12430, RP24-439O10.3, mt-Tl2, RP24-170O7.1, Snord13, Prdm14"
"296","Colonic epithelial cells-14","Gm15595, Gm5805, Snrpd2, RP23-294I17.4, Gm16580, Rpl14-ps1, Gm13456, Tlr2, Mocs3, Cdt1"
"297","Colonic epithelial cells-15","Rdh19, 9230105E05Rik, Gm12506, Rpl17-ps8, Ppp3r2, Cks2, D630011A20Rik, Gm11945, Gm7399, Eno1b"
"298","Colonic epithelial cells-16","AI854703, Gm11695, Ercc6l, Gm13657, Cyp2w1, Zfp286os, Gm15592, Gm13205, Fut1, Gm17108"
"299","Colonic epithelial cells-17","Gm27195, Gm20667, 9230020A06Rik, Krtcap3, Rdh1, E230025N22Rik, 1700003D09Rik, WI1-1981I9.2, E230013L22Rik, Pla2g10"
"300","Colonic epithelial cells-18","Gm15693, Gm15947, Gm23199, Cyp2w1, Gm17197, Gm27007, Gm24400, Arhgef39, Gpank1, Defb37"
"301","Colonic epithelial cells-19","Gm12830, Gm15595, Xkr5, Gm22247, Gm9920, RP24-388H6.6, Gm27149, E230025N22Rik, Gm23054, Krtcap3"
"302","Colonic epithelial cells-20","Gm28864, Gm8989, Hottip, Gm12830, C430002N11Rik, Gm7027, Lpo, Lrit3, Gm15374, Gm10399"
"303","Colonic epithelial cells-21","Gm12424, Bricd5, Cyp2w1, Gm8258, Sectm1a, Hottip, Mansc1, Sprr2a1, Gm10480, Gm13412"
"304","Colonic epithelial cells-22","Gm15898, Aurkb, Gm15595, RP24-272N10.6, Hist2h2ab, E230025N22Rik, Gm13381, Gm17197, 2310039H08Rik, Gm15912"
"305","Colonic epithelial cells-23","Krtcap3, Gm15373, Gm10399, Gm13376, Gsdmcl-ps, Kcnmb3, RP23-5K7.4, 4930448D08Rik, Gm15489, 2210417A02Rik"
"306","Colonic epithelial cells-24","Cyp2w1, Hottip, Gm26568, RP23-339P23.1, Tmppe, Gm5117, 1700003D09Rik, Gm11723, Eme1, E230025N22Rik"
"307","Colonic epithelial cells-25","Slc26a2, Tgm3, Car4, Saa1, Parm1, Ly6g, Bmp2, Fth1, Slc26a3, Ly6a"
"308","Connecting tubule cells-0","Mir10a, RP23-284K5.1, Kcne1, Npy6r, RP23-245C4.1, A930017K11Rik, RP24-272N10.6, Gm13652, Gm13262, Gm20449"
"309","Connecting tubule cells-1","Gm773, A930017K11Rik, Gm27239, RP24-272N10.6, 9330020H09Rik, 1700029N11Rik, RP24-388D8.6, Gm17597, Gm26685, Gm15810"
"310","Connecting tubule cells-2","Tfcp2l1, Npnt, Pkhd1, Aqp2, Cdkl1, Veph1, Aqp3, Shroom4, Rhcg, Mpped2"
"311","Connecting tubule cells-3","Gm11096, Gm27239, Gm773, Gm23260, D630044L22Rik, Plekhd1os, A930017K11Rik, Vmn1r18, Kcne1, RP24-272N10.6"
"312","Connecting tubule cells-4","Tacstd2, Gm26685, A530084C06Rik, Hoxd9, Gm13256, C330013F16Rik, Clec2f, D630044L22Rik, Hoxd10, Kcne1"
"313","Connecting tubule cells-5","Grem2, Ntn4, Pappa, Ctnnal1, Hspa1b, Glis2, Tacstd2, Lypd6, Nhlrc4, Kcne1"
"314","Connecting tubule cells-6","Klk1, Kl, Calb1, Clu, Trabd2b, Wdr72, Tbck, AI838599, Smtnl2, Foxi1"
"315","Connecting tubule cells-7","Folh1, Gm22500, Hspe1-ps6, 4931406G06Rik, Slc22a29, 0610011F06Rik, Gm13855, RP23-415C3.7, Slc22a8, Gm16010"
"316","Connecting tubule cells-8","Kcne1, Gm13262, Gm14197, Gm13652, Mir681, Tbc1d22bos, RP24-272N10.6, A930017K11Rik, 4930486I03Rik, Gm13111"
"317","Connecting tubule cells-9","Mir681, Kcne1, Gm20475, Gm15810, D630044L22Rik, Gm13660, Gm5602, A930017K11Rik, Gm26685, Gm13262"
"318","Connecting tubule cells-10","Lamtor2, Kcne1, Scube3, Gm17508, Emx1, Sbspon, Gm26685, Gm16310, 4930461G14Rik, Gm13599"
"319","Connecting tubule cells-11","Gm773, Gm12714, Npy6r, Kcne1, Bmp15, Gm9754, A930017K11Rik, Hoxd11, Gm13652, Bcas3os2"
"320","Connecting tubule cells-12","Pak6, Gm11783, Gm773, Gm13652, RP24-272N10.6, RP24-388D8.6, 4933417O13Rik, Gm13262, Lrrc8dos, A930017K11Rik"
"321","Connecting tubule cells-13","Gm13322, Hoxd9, Gm13262, Cyp2j14-ps, Gm26685, Mbtps2, D630044L22Rik, Gm13652, Rhbg, 4930486I03Rik"
"322","Connecting tubule cells-14","Trpv5, Tspear, Adamts16, A930017K11Rik, Npy6r, Gm25821, Gm14396, Hoxd10, D630044L22Rik, RP23-124B2.3"
"323","Connecting tubule cells-15","A930017K11Rik, Gm773, Kcne1, Hoxd10, Gm14396, Gm13262, BC049352, Gm10258, RP24-388D8.6, D630044L22Rik"
"324","Connecting tubule cells-16","Kcne1, Gm26685, Gm10109, Arhgap8, D630044L22Rik, Det1, RP23-245C4.1, Gm13652, Emx1, Gm13262"
"325","Connecting tubule cells-17","Pak6, Gm773, Emx1, Gm10271, Gm28309, RP24-204F16.4, Gssos2, Gm15839, A930017K11Rik, Gm13652"
"326","Connecting tubule cells-18","Gm15963, Gm773, Gm13652, Cyp2j15-ps, Rhbg, A930017K11Rik, D630044L22Rik, Speer5-ps1, Adamts16, RP24-272N10.6"
"327","Connecting tubule cells-19","4930550C14Rik, Kcne1, A930017K11Rik, Tbc1d22bos, RP24-272N10.6, Gm26685, D630044L22Rik, Trim60, Gm13652, A730020E08Rik"
"328","Connecting tubule cells-20","Kcne1, A930017K11Rik, RP24-272N10.6, Npy6r, Gm13262, Gm773, 4930486I03Rik, Cyp2j14-ps, D630044L22Rik, Speer5-ps1"
"329","Connecting tubule cells-21","Gm773, D630044L22Rik, RP23-284K5.1, Gm17137, Gm14681, RP24-272N10.6, Gm16793, Gm13655, Gm13262, Kcne1"
"330","Connecting tubule cells-22","Lcn5, Gm6792, Gm6871, Spint4, Rnase9, Spag11a, Gm11728, Defb10, Spink12, Gm6040"
"331","Cortical projection neurons 1_1","Cnih3, C1ql3, Slc17a7, Elfn2, Camkv, Gm23363, Psg29, Pgbd5, Krt2, Gm22999"
"332","Cortical projection neurons 1_2","Ntrk2, Npsr1, Gm24503, CH25-367I5.1, 1700101O22Rik, Olfr553, Kcnj6, Gm23826, RP23-322G4.3, Grin2b"
"333","Cortical projection neurons 1_3","Apba2, RP23-349K2.1, Neu2, Slc8a2, Gm29359, Gm12063, RP24-324H23.3, Olfr53, 1700020A23Rik, Gm26307"
"334","Cortical projection neurons 1_4","Gpr25, Gm16346, Gm6569, 1700101O22Rik, Gm16323, RP23-242B14.1, 1700022H16Rik, Rtn4rl2, Gm13828, RP24-245K18.2"
"335","Cortical projection neurons 1_5","Gm9898, Nlrp4g, Olfr464, Vmn2r84, Gm14739, RP23-431L24.2, Gm3160, Gm15416, Vmn2r-ps3, Gm28525"
"336","Cortical projection neurons 1_6","Gm27197, Rnf182, Gm5899, Olfr551, Naa11, RP24-445D5.1, Gm26644, Lhx9, Gm25759, Neurod6"
